Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Rented_Bike_Count
20,23.5,80,1.7,1621,19.8,0.0,0.0,0.0,1613
22,23.1,79,0.6,1891,19.2,0.0,0.0,0.0,1566
23,22.9,81,0.9,1550,19.4,0.0,0.0,0.0,1210
0,22.8,82,1.5,935,19.5,0.0,0.0,0.0,1014
2,22.8,85,0.8,708,20.1,0.0,0.0,0.0,432
3,22.6,89,0.6,578,20.6,0.0,0.2,0.0,258
4,22.5,89,0.7,444,20.5,0.0,0.3,0.0,188
5,22.2,90,1.4,514,20.4,0.0,0.0,0.0,123
6,22.0,90,1.3,471,20.2,0.0,0.0,0.0,137
8,21.9,88,1.6,601,19.8,0.17,0.0,0.0,464
11,23.4,61,2.1,1964,15.4,0.91,0.0,0.0,1014
12,23.7,64,1.9,1474,16.4,0.79,0.0,0.0,989
13,23.6,66,2.1,1689,16.8,0.87,0.0,0.0,754
14,23.4,72,2.2,682,18.0,0.73,0.0,0.0,409
15,23.2,83,1.5,349,20.1,0.77,0.5,0.0,222
16,22.5,86,2.5,342,20.0,0.47,0.0,0.0,142
17,22.0,89,2.2,285,20.0,0.21,1.0,0.0,322
18,21.5,89,3.0,350,19.6,0.18,0.0,0.0,520
19,21.2,87,2.7,479,18.9,0.01,0.0,0.0,852
21,21.2,88,1.7,373,19.1,0.0,0.0,0.0,1146
22,21.4,87,2.4,540,19.1,0.0,0.0,0.0,988
23,21.3,80,2.6,1203,17.7,0.0,0.0,0.0,571
0,21.0,82,1.8,958,17.8,0.0,0.0,0.0,531
1,20.5,73,1.9,1693,15.4,0.0,0.0,0.0,337
2,20.3,81,1.9,1234,16.9,0.0,0.1,0.0,227
3,20.2,82,1.4,1202,17.0,0.0,0.0,0.0,186
4,20.0,81,2.0,1313,16.6,0.0,0.0,0.0,160
5,19.4,84,1.6,1252,16.6,0.0,0.0,0.0,246
6,18.8,88,1.2,798,16.7,0.0,0.0,0.0,625
8,18.9,77,0.6,1109,14.7,0.56,0.0,0.0,2276
9,20.5,66,1.1,1711,13.9,1.12,0.0,0.0,1185
12,25.2,50,1.7,1710,14.0,2.83,0.0,0.0,1083
13,25.6,50,3.8,1876,14.3,2.82,0.0,0.0,1069
15,27.4,33,2.7,1955,9.6,2.5,0.0,0.0,1207
16,27.6,37,2.8,1935,11.5,1.9,0.0,0.0,1445
17,27.3,43,2.6,2000,13.6,1.25,0.0,0.0,2056
20,21.9,65,2.5,1986,15.0,0.0,0.0,0.0,2232
22,20.8,65,0.9,2000,13.9,0.0,0.0,0.0,1865
23,20.2,68,1.2,1963,14.0,0.0,0.0,0.0,1293
0,19.5,73,1.2,1916,14.5,0.0,0.0,0.0,0
1,19.3,71,0.4,1912,13.9,0.0,0.0,0.0,0
3,18.7,76,0.5,1916,14.3,0.0,0.0,0.0,0
4,18.3,78,0.4,1906,14.3,0.0,0.0,0.0,0
5,17.9,77,0.5,1658,13.8,0.0,0.0,0.0,0
6,17.7,77,0.2,1757,13.6,0.0,0.0,0.0,0
7,17.8,76,0.5,1729,13.5,0.08,0.0,0.0,0
8,18.7,73,0.9,1501,13.7,0.34,0.0,0.0,0
9,20.8,64,1.1,1205,13.7,1.13,0.0,0.0,0
10,22.7,54,1.0,1619,12.9,1.74,0.0,0.0,0
11,24.1,46,2.1,1678,11.7,2.03,0.0,0.0,0
12,24.7,43,1.8,1809,11.2,1.75,0.0,0.0,0
15,26.1,43,2.8,1785,12.5,1.62,0.0,0.0,0
16,26.4,34,2.5,1953,9.2,1.6,0.0,0.0,0
17,25.5,38,2.9,1997,10.1,0.92,0.0,0.0,0
19,23.2,57,2.2,2000,14.2,0.03,0.0,0.0,0
20,22.6,58,1.4,2000,13.9,0.0,0.0,0.0,0
21,22.1,61,1.5,2000,14.2,0.0,0.0,0.0,0
22,21.8,65,0.3,2000,14.9,0.0,0.0,0.0,0
1,20.5,64,0.4,2000,13.4,0.0,0.0,0.0,0
2,20.0,70,0.2,2000,14.3,0.0,0.0,0.0,0
4,19.5,70,0.5,2000,13.8,0.0,0.0,0.0,0
6,19.0,76,0.3,1488,14.6,0.0,0.0,0.0,0
7,19.0,74,0.8,1650,14.2,0.03,0.0,0.0,0
8,19.8,71,1.1,1534,14.3,0.26,0.0,0.0,0
10,22.9,59,1.1,1819,14.4,1.49,0.0,0.0,0
11,23.6,55,0.6,1723,14.0,1.01,0.0,0.0,0
12,24.9,51,1.2,1619,14.0,1.56,0.0,0.0,0
13,26.5,39,1.7,1560,11.4,2.15,0.0,0.0,0
14,26.1,40,1.2,1840,11.4,1.21,0.0,0.0,0
15,25.9,39,1.4,1836,10.8,0.9,0.0,0.0,0
16,25.6,41,1.2,1594,11.3,0.65,0.0,0.0,0
18,24.0,55,2.2,1691,14.3,0.12,0.0,0.0,0
19,23.5,58,0.4,1836,14.7,0.0,0.0,0.0,0
20,22.6,67,0.3,1737,16.1,0.0,0.0,0.0,0
23,20.4,57,0.9,2000,11.5,0.0,0.0,0.0,0
0,20.1,58,0.3,2000,11.5,0.0,0.0,0.0,886
3,19.6,72,1.7,1140,14.4,0.0,0.0,0.0,294
4,19.6,74,1.4,847,14.8,0.0,0.0,0.0,241
5,19.5,74,1.8,1421,14.7,0.0,0.0,0.0,137
6,18.8,85,1.4,412,16.2,0.0,0.5,0.0,47
7,18.0,95,1.6,375,17.1,0.0,1.5,0.0,130
8,18.0,91,1.3,896,16.5,0.11,0.5,0.0,299
9,18.2,93,1.4,572,17.0,0.18,1.0,0.0,89
10,18.4,91,1.2,394,16.8,0.25,0.5,0.0,87
11,18.8,95,1.5,597,17.9,0.46,0.0,0.0,111
12,19.0,91,1.7,965,17.4,0.67,0.5,0.0,180
13,18.9,89,2.6,586,17.0,0.58,0.0,0.0,301
14,19.3,83,2.3,2000,16.3,0.83,0.5,0.0,573
15,19.4,79,1.4,2000,15.6,0.33,0.0,0.0,696
16,19.5,75,2.1,2000,14.9,0.38,0.0,0.0,912
17,19.3,76,2.1,2000,14.9,0.21,0.0,0.0,1290
18,19.1,77,2.5,2000,14.9,0.08,0.0,0.0,1786
19,18.9,78,2.2,2000,14.9,0.0,0.0,0.0,1272
20,19.1,77,2.2,1834,14.9,0.0,0.0,0.0,898
22,18.4,85,2.1,1772,15.8,0.0,0.0,0.0,1049
23,18.7,80,1.7,2000,15.1,0.0,0.0,0.0,935
0,18.9,78,2.1,2000,14.9,0.0,0.0,0.0,809
1,19.0,78,1.6,2000,15.0,0.0,0.0,0.0,674
3,18.5,88,1.2,659,16.4,0.0,1.5,0.0,28
5,17.8,93,1.8,2000,16.6,0.0,0.5,0.0,24
6,17.6,95,1.7,974,16.7,0.0,1.5,0.0,23
7,17.6,96,1.7,310,16.9,0.0,5.0,0.0,45
8,17.8,97,2.0,1284,17.3,0.09,4.0,0.0,127
9,18.2,96,1.3,1251,17.5,0.21,1.0,0.0,47
10,18.4,96,2.0,1124,17.7,0.32,1.0,0.0,78
12,19.1,91,2.0,1971,17.5,0.63,0.0,0.0,143
13,19.8,88,0.9,1796,17.7,0.65,0.0,0.0,600
14,21.4,76,1.4,2000,16.9,1.5,0.5,0.0,972
15,21.8,76,1.4,2000,17.3,1.2,0.0,0.0,1288
16,21.5,78,1.2,2000,17.4,0.51,0.0,0.0,1550
17,21.2,77,1.2,2000,16.9,0.31,0.0,0.0,1904
18,20.9,77,0.6,2000,16.7,0.23,0.0,0.0,2235
19,20.3,81,1.0,2000,16.9,0.02,0.0,0.0,1720
20,20.0,82,0.4,2000,16.8,0.0,0.0,0.0,1551
21,19.9,82,0.6,2000,16.7,0.0,0.0,0.0,1540
22,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,1493
0,19.5,81,1.1,2000,16.1,0.0,0.0,0.0,953
1,19.5,83,1.5,1459,16.5,0.0,0.0,0.0,875
2,19.4,85,0.0,1533,16.8,0.0,0.0,0.0,655
3,18.8,90,1.0,1191,17.1,0.0,0.0,0.0,458
4,18.9,88,0.8,1226,16.8,0.0,0.0,0.0,96
6,18.4,95,0.1,752,17.5,0.0,0.0,0.0,215
7,18.1,96,0.9,557,17.4,0.04,0.0,0.0,363
9,19.7,78,1.3,740,15.7,1.17,0.0,0.0,810
11,22.7,55,2.7,1297,13.1,1.86,0.0,0.0,1062
12,24.2,43,2.2,1798,10.8,2.31,0.0,0.0,1273
14,25.2,28,4.4,2000,5.3,2.76,0.0,0.0,1532
15,25.4,32,3.8,1980,7.4,2.42,0.0,0.0,1814
17,24.6,35,3.6,1990,8.1,1.2,0.0,0.0,2045
18,23.2,36,2.8,2000,7.2,0.47,0.0,0.0,1939
19,21.3,43,2.8,2000,8.2,0.02,0.0,0.0,1743
20,20.4,52,1.2,2000,10.2,0.0,0.0,0.0,1604
21,19.4,55,0.8,2000,10.1,0.0,0.0,0.0,1502
22,18.6,62,0.6,2000,11.1,0.0,0.0,0.0,1430
23,17.9,66,1.0,2000,11.4,0.0,0.0,0.0,1108
0,17.2,69,0.6,2000,11.4,0.0,0.0,0.0,880
2,16.0,72,1.3,2000,10.9,0.0,0.0,0.0,489
4,16.2,69,0.7,2000,10.4,0.0,0.0,0.0,202
5,16.3,67,0.8,2000,10.1,0.0,0.0,0.0,106
6,16.5,73,1.2,2000,11.6,0.0,0.0,0.0,144
7,16.5,74,0.4,2000,11.8,0.0,0.0,0.0,261
8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,439
9,18.4,59,1.0,1951,10.2,0.86,0.0,0.0,534
10,19.3,59,0.2,2000,11.0,0.94,0.0,0.0,620
11,20.1,57,3.0,1929,11.3,1.29,0.0,0.0,764
12,20.8,52,1.2,1984,10.5,1.25,0.0,0.0,915
13,22.7,44,1.4,1913,9.8,1.77,0.0,0.0,1031
14,24.2,40,1.2,1953,9.7,2.62,0.0,0.0,1136
16,24.6,29,4.0,1988,5.3,1.73,0.0,0.0,1502
17,24.1,41,2.4,2000,10.0,1.17,0.0,0.0,1591
20,20.2,48,3.3,2000,8.8,0.0,0.0,0.0,1287
22,18.5,40,2.5,2000,4.6,0.0,0.0,0.0,1074
23,17.7,45,1.1,2000,5.6,0.0,0.0,0.0,768
1,16.8,53,2.0,2000,7.1,0.0,0.0,0.0,426
2,16.1,57,0.7,2000,7.5,0.0,0.0,0.0,302
3,15.5,63,0.3,2000,8.4,0.0,0.0,0.0,216
4,14.9,68,0.9,2000,9.0,0.0,0.0,0.0,141
5,14.4,66,0.3,2000,8.1,0.0,0.0,0.0,105
6,14.3,66,0.5,2000,8.0,0.0,0.0,0.0,141
7,14.7,61,2.1,2000,7.2,0.02,0.0,0.0,205
10,18.5,38,3.3,2000,3.8,2.02,0.0,0.0,426
11,19.4,31,4.1,1966,1.8,2.55,0.0,0.0,588
12,20.3,34,2.6,2000,3.9,2.85,0.0,0.0,754
13,20.9,30,3.5,2000,2.6,2.93,0.0,0.0,885
14,21.3,30,4.3,2000,3.0,2.78,0.0,0.0,1099
15,21.8,32,3.3,2000,4.3,2.42,0.0,0.0,1273
17,21.6,32,3.1,2000,4.1,1.2,0.0,0.0,1442
18,20.3,35,2.4,2000,4.3,0.46,0.0,0.0,1237
21,16.8,58,1.2,2000,8.4,0.0,0.0,0.0,1145
22,16.6,47,3.9,2000,5.2,0.0,0.0,0.0,958
0,14.7,55,1.6,2000,5.7,0.0,0.0,0.0,558
1,13.8,60,0.8,2000,6.1,0.0,0.0,0.0,408
2,13.4,62,0.2,2000,6.2,0.0,0.0,0.0,292
3,12.7,67,0.5,2000,6.7,0.0,0.0,0.0,222
4,12.0,69,0.5,2000,6.4,0.0,0.0,0.0,157
5,11.5,70,0.5,2000,6.2,0.0,0.0,0.0,105
6,11.2,70,0.9,2000,5.9,0.0,0.0,0.0,132
7,10.8,72,0.9,2000,5.9,0.03,0.0,0.0,262
8,12.0,61,1.3,1988,4.6,0.6,0.0,0.0,440
9,15.3,49,1.0,2000,4.6,1.34,0.0,0.0,542
11,20.1,40,1.6,1985,6.0,2.47,0.0,0.0,853
14,23.7,28,1.4,2000,4.0,2.77,0.0,0.0,1522
15,24.1,26,1.6,2000,3.3,2.38,0.0,0.0,1747
17,22.9,33,1.4,2000,5.7,0.83,0.0,0.0,2033
19,20.3,39,0.6,2000,5.8,0.0,0.0,0.0,1608
20,19.3,45,0.4,2000,7.0,0.0,0.0,0.0,1583
21,18.5,48,1.0,2000,7.2,0.0,0.0,0.0,1565
22,17.7,52,1.0,2000,7.7,0.0,0.0,0.0,1418
23,17.4,49,1.2,2000,6.5,0.0,0.0,0.0,1042
0,17.0,51,1.5,2000,6.7,0.0,0.0,0.0,880
1,16.6,53,1.7,2000,6.9,0.0,0.0,0.0,594
2,16.6,54,1.5,2000,7.2,0.0,0.0,0.0,453
3,16.5,57,1.6,2000,7.9,0.0,0.0,0.0,355
4,16.4,59,1.7,2000,8.3,0.0,0.0,0.0,222
5,16.3,61,1.5,2000,8.7,0.0,0.0,0.0,150
7,16.3,62,2.0,2000,8.9,0.01,0.0,0.0,335
8,16.7,60,2.0,2000,8.8,0.2,0.0,0.0,598
9,17.7,54,1.8,2000,8.2,0.63,0.0,0.0,680
10,19.4,47,2.3,2000,7.7,1.45,0.0,0.0,923
11,20.5,42,2.1,1981,7.1,1.59,0.0,0.0,1152
13,23.4,34,2.1,2000,6.6,2.84,0.0,0.0,1686
14,24.1,33,1.3,2000,6.8,2.52,0.0,0.0,1972
15,24.7,35,1.2,2000,8.1,2.28,0.0,0.0,2170
16,24.4,35,1.8,2000,7.9,1.71,0.0,0.0,2270
17,23.6,38,1.4,2000,8.4,1.04,0.0,0.0,2349
18,22.1,45,1.5,2000,9.6,0.27,0.0,0.0,2339
19,20.7,46,1.0,2000,8.6,0.02,0.0,0.0,1937
20,20.0,46,2.0,2000,8.0,0.0,0.0,0.0,1653
21,18.9,43,2.0,2000,6.0,0.0,0.0,0.0,1529
22,18.1,43,1.7,2000,5.3,0.0,0.0,0.0,1249
23,17.4,46,2.1,2000,5.6,0.0,0.0,0.0,934
1,16.1,53,1.4,2000,6.5,0.0,0.0,0.0,488
5,13.9,60,0.6,2000,6.2,0.0,0.0,0.0,207
6,13.4,61,0.8,2000,6.0,0.0,0.0,0.0,589
7,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,1364
9,17.7,48,1.5,2000,6.5,1.3,0.0,0.0,1120
10,19.9,47,1.8,1989,8.2,1.93,0.0,0.0,907
11,21.3,43,1.7,1998,8.2,2.42,0.0,0.0,1019
12,23.2,42,1.4,2000,9.5,2.73,0.0,0.0,1189
13,23.0,39,1.7,2000,8.2,2.28,0.0,0.0,1191
15,23.4,35,1.4,2000,7.0,1.39,0.0,0.0,1404
16,23.6,31,1.1,2000,5.4,1.37,0.0,0.0,1636
17,24.3,31,1.5,2000,6.0,1.17,0.0,0.0,2189
18,22.5,38,0.8,2000,7.4,0.31,0.0,0.0,3154
19,20.6,44,0.7,2000,7.9,0.01,0.0,0.0,2422
21,18.7,48,1.3,2000,7.4,0.0,0.0,0.0,1930
22,17.9,50,1.0,2000,7.3,0.0,0.0,0.0,1801
23,17.7,51,1.4,2000,7.4,0.0,0.0,0.0,1222
2,16.0,56,1.5,2000,7.2,0.0,0.0,0.0,0
3,15.3,59,1.6,2000,7.3,0.0,0.0,0.0,0
4,14.7,62,1.5,2000,7.4,0.0,0.0,0.0,0
5,14.5,60,1.4,2000,6.8,0.0,0.0,0.0,0
6,14.4,61,1.2,2000,6.9,0.0,0.0,0.0,0
7,14.5,62,1.5,2000,7.2,0.03,0.0,0.0,0
8,15.2,58,1.7,2000,6.9,0.29,0.0,0.0,0
9,16.5,50,1.2,2000,6.0,0.66,0.0,0.0,0
11,17.9,54,1.4,2000,8.4,0.73,0.0,0.0,0
12,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,0
13,19.1,53,1.4,2000,9.2,0.76,0.0,0.0,0
14,19.4,53,1.4,2000,9.5,0.68,0.0,0.0,0
15,20.3,52,1.3,2000,10.1,1.15,0.0,0.0,0
16,21.9,46,1.2,1995,9.7,1.67,0.0,0.0,0
17,21.7,52,1.1,2000,11.4,0.79,0.0,0.0,0
18,20.4,56,1.7,2000,11.3,0.2,0.0,0.0,0
19,19.3,61,0.8,2000,11.5,0.01,0.0,0.0,0
20,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,0
21,17.8,66,1.1,2000,11.3,0.0,0.0,0.0,0
22,17.1,70,1.0,2000,11.5,0.0,0.0,0.0,0
23,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,0
0,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,1037
1,16.2,71,0.9,2000,10.9,0.0,0.0,0.0,982
2,15.8,71,1.1,2000,10.5,0.0,0.0,0.0,690
3,15.5,73,1.0,2000,10.6,0.0,0.0,0.0,493
5,15.0,77,0.5,2000,10.9,0.0,0.0,0.0,208
6,14.6,81,1.0,2000,11.3,0.0,0.0,0.0,290
8,15.7,65,1.2,2000,9.1,0.54,0.0,0.0,848
10,20.8,52,1.5,2000,10.5,1.88,0.0,0.0,1071
11,22.3,50,1.3,2000,11.3,2.36,0.0,0.0,1284
12,23.8,44,1.7,2000,10.8,2.66,0.0,0.0,1495
13,24.9,40,1.4,2000,10.3,2.75,0.0,0.0,1752
15,26.5,33,1.4,2000,8.9,2.25,0.0,0.0,2065
17,26.3,31,1.0,2000,7.8,1.03,0.0,0.0,2432
18,24.8,41,0.5,2000,10.6,0.33,0.0,0.0,2397
20,21.3,46,0.1,2000,9.2,0.0,0.0,0.0,1835
21,20.1,54,1.2,2000,10.4,0.0,0.0,0.0,1781
23,18.6,59,0.7,2000,10.4,0.0,0.0,0.0,1229
0,18.1,60,0.2,2000,10.2,0.0,0.0,0.0,0
1,17.5,66,0.5,2000,11.0,0.0,0.0,0.0,0
3,17.0,70,0.9,2000,11.4,0.0,0.0,0.0,0
4,16.6,73,0.3,2000,11.7,0.0,0.0,0.0,0
5,16.1,78,0.4,2000,12.2,0.0,0.0,0.0,0
6,15.5,80,0.4,2000,12.0,0.0,0.0,0.0,0
9,18.5,62,0.5,1847,11.0,1.0,0.0,0.0,0
10,20.7,62,1.3,1679,13.1,1.41,0.0,0.0,0
12,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,0
13,21.1,42,4.6,1954,7.6,2.74,0.0,0.0,0
14,21.1,32,4.4,1999,3.7,2.48,0.0,0.0,0
15,21.3,32,3.8,2000,3.9,2.31,0.0,0.0,0
16,21.2,28,3.2,2000,1.9,1.77,0.0,0.0,0
18,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,0
19,17.1,35,2.9,2000,1.4,0.0,0.0,0.0,0
20,16.0,39,2.9,2000,2.0,0.0,0.0,0.0,0
22,14.6,46,2.2,2000,3.0,0.0,0.0,0.0,0
23,14.1,53,2.1,2000,4.6,0.0,0.0,0.0,0
0,14.1,55,2.6,2000,5.1,0.0,0.0,0.0,680
1,13.9,57,2.0,2000,5.5,0.0,0.0,0.0,402
4,13.7,56,1.9,2000,5.0,0.0,0.0,0.0,143
5,13.7,57,1.8,1999,5.3,0.0,0.0,0.0,246
6,13.3,56,2.3,2000,4.6,0.0,0.0,0.0,632
7,13.1,58,2.1,1997,5.0,0.03,0.0,0.0,1429
8,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,2101
9,14.9,50,3.4,1989,4.5,1.08,0.0,0.0,1106
10,16.3,47,3.6,1815,4.9,1.93,0.0,0.0,856
12,18.4,40,3.5,1958,4.5,2.28,0.0,0.0,1138
13,17.6,49,4.7,2000,6.7,1.89,0.0,0.0,1087
14,19.3,36,3.5,1986,3.8,2.28,0.0,0.0,1137
15,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,1258
16,17.7,47,3.4,2000,6.2,0.81,0.0,0.0,1357
17,17.2,53,2.9,2000,7.5,0.25,0.0,0.0,1799
18,16.6,61,2.9,2000,9.0,0.16,0.0,0.0,2857
19,16.2,62,2.2,2000,8.9,0.0,0.0,0.0,2122
21,14.6,66,4.0,2000,8.3,0.0,0.0,0.0,1777
22,13.9,69,0.5,2000,8.2,0.0,0.0,0.0,1501
23,13.4,69,3.7,2000,7.8,0.0,0.0,0.0,1057
0,13.0,72,1.8,1987,8.0,0.0,0.0,0.0,0
1,12.5,74,1.9,1992,7.9,0.0,0.0,0.0,0
2,12.3,75,1.6,1840,7.9,0.0,0.0,0.0,0
4,11.2,80,0.3,1236,7.8,0.0,0.0,0.0,0
6,10.6,81,0.0,1798,7.4,0.0,0.0,0.0,0
7,10.4,81,0.3,1956,7.2,0.02,0.0,0.0,0
8,11.2,69,0.9,1714,5.7,0.49,0.0,0.0,0
9,13.9,66,1.6,1427,7.6,1.11,0.0,0.0,0
11,18.3,44,3.0,1878,5.8,2.35,0.0,0.0,0
13,20.4,36,2.6,1776,4.8,2.71,0.0,0.0,0
14,21.5,39,2.5,1691,6.9,2.56,0.0,0.0,0
15,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,0
16,21.7,36,3.2,1929,5.9,1.64,0.0,0.0,0
17,21.2,40,2.4,2000,7.0,0.98,0.0,0.0,0
18,19.2,48,2.2,2000,7.9,0.28,0.0,0.0,0
19,17.6,57,1.7,2000,8.9,0.0,0.0,0.0,0
22,15.5,69,0.8,1987,9.8,0.0,0.0,0.0,0
0,14.5,74,0.4,2000,9.9,0.0,0.0,0.0,1040
1,13.8,75,0.5,2000,9.4,0.0,0.0,0.0,882
2,13.2,77,1.2,1972,9.2,0.0,0.0,0.0,685
3,12.6,78,0.6,1907,8.8,0.0,0.0,0.0,497
5,11.8,82,1.1,1878,8.8,0.0,0.0,0.0,173
6,11.4,84,0.3,1742,8.7,0.0,0.0,0.0,278
9,14.4,61,0.7,1340,6.9,1.21,0.0,0.0,966
10,17.3,53,0.7,1406,7.6,1.83,0.0,0.0,1113
11,20.3,46,1.6,1409,8.2,2.29,0.0,0.0,1248
12,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,1634
13,22.5,40,2.6,1854,8.2,2.64,0.0,0.0,1849
14,23.4,35,1.6,1972,7.0,2.51,0.0,0.0,1995
15,24.1,34,2.0,1996,7.2,2.14,0.0,0.0,2200
16,24.0,34,2.7,2000,7.1,1.62,0.0,0.0,2112
18,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,2235
20,18.6,55,1.5,2000,9.3,0.0,0.0,0.0,1744
22,16.9,63,0.2,2000,9.8,0.0,0.0,0.0,1393
23,16.1,63,0.6,2000,9.0,0.0,0.0,0.0,1033
0,15.5,65,0.8,2000,8.9,0.0,0.0,0.0,0
1,14.7,69,0.6,2000,9.0,0.0,0.0,0.0,0
2,14.0,73,0.5,1992,9.2,0.0,0.0,0.0,0
4,13.3,75,0.4,1792,8.9,0.0,0.0,0.0,0
7,13.2,75,0.8,1780,8.8,0.01,0.0,0.0,0
8,13.9,68,0.9,1912,8.0,0.34,0.0,0.0,0
9,16.7,58,1.8,1821,8.3,1.22,0.0,0.0,0
10,19.0,49,1.7,1980,8.0,1.73,0.0,0.0,0
11,21.3,41,1.9,1963,7.5,2.36,0.0,0.0,0
14,24.3,39,1.7,2000,9.4,2.18,0.0,0.0,0
15,25.3,39,1.6,2000,10.3,1.88,0.0,0.0,0
16,25.1,41,1.0,2000,10.9,1.22,0.0,0.0,0
17,24.2,44,1.5,2000,11.1,0.58,0.0,0.0,0
18,23.1,48,1.3,2000,11.4,0.2,0.0,0.0,0
20,21.3,53,1.8,2000,11.3,0.0,0.0,0.0,0
21,20.5,57,2.0,2000,11.6,0.0,0.0,0.0,0
22,19.8,60,1.6,2000,11.8,0.0,0.0,0.0,0
23,19.4,62,1.7,2000,11.9,0.0,0.0,0.0,0
0,19.0,64,1.9,2000,12.0,0.0,0.0,0.0,973
1,18.6,66,1.7,2000,12.1,0.0,0.0,0.0,735
2,18.2,64,2.0,2000,11.2,0.0,0.0,0.0,515
3,18.0,61,1.8,2000,10.3,0.0,0.0,0.0,329
4,17.7,57,1.3,2000,9.0,0.0,0.0,0.0,221
5,17.6,57,1.1,2000,8.9,0.0,0.0,0.0,223
6,17.7,55,1.5,2000,8.5,0.0,0.0,0.0,531
7,17.7,56,1.3,2000,8.8,0.0,0.0,0.0,282
8,16.9,72,1.3,2000,11.8,0.04,0.3,0.0,208
9,16.3,85,1.8,942,13.7,0.13,1.2,0.0,47
10,15.8,89,1.8,742,13.9,0.18,1.5,0.0,33
11,16.1,89,2.4,1112,14.2,0.4,1.5,0.0,29
12,16.6,90,1.7,518,14.9,0.51,2.0,0.0,23
13,16.9,95,1.6,325,16.0,0.48,4.0,0.0,22
14,17.2,95,1.6,553,16.3,0.48,2.5,0.0,17
15,17.2,96,0.6,213,16.5,0.26,4.0,0.0,8
16,17.1,97,1.7,382,16.6,0.15,6.0,0.0,28
19,16.6,96,2.4,1072,15.9,0.0,1.5,0.0,55
20,16.5,96,2.7,1047,15.8,0.0,1.0,0.0,44
21,16.5,96,2.2,963,15.8,0.0,1.5,0.0,32
22,16.2,92,2.6,1771,14.8,0.0,1.5,0.0,23
23,16.3,91,1.8,1811,14.8,0.0,0.5,0.0,4
0,16.4,94,1.8,1744,15.4,0.0,1.0,0.0,0
1,16.7,89,2.4,1814,14.8,0.0,1.0,0.0,0
2,16.9,88,2.5,2000,14.8,0.0,1.5,0.0,0
3,16.8,90,3.3,1601,15.1,0.0,2.0,0.0,0
4,16.9,89,2.7,1577,15.0,0.0,2.5,0.0,0
5,16.7,93,2.8,360,15.5,0.0,4.5,0.0,0
6,16.5,96,2.3,417,15.8,0.0,8.5,0.0,0
8,16.6,97,2.0,457,16.1,0.01,9.0,0.0,6
9,16.7,97,2.9,550,16.2,0.05,6.0,0.0,5
10,17.0,97,1.5,676,16.5,0.15,6.0,0.0,2
11,17.5,95,2.0,1214,16.6,0.35,3.5,0.0,20
12,18.0,92,2.9,1999,16.6,0.45,1.0,0.0,130
13,17.7,89,5.0,2000,15.8,0.62,0.5,0.0,529
14,19.3,79,3.6,2000,15.5,1.36,0.0,0.0,941
15,21.0,67,4.1,2000,14.6,2.05,0.0,0.0,1236
16,21.5,62,3.4,2000,13.9,1.26,0.0,0.0,1601
18,20.5,66,1.2,2000,13.9,0.16,0.0,0.0,2012
19,19.7,72,0.6,2000,14.5,0.0,0.0,0.0,1761
20,19.4,67,0.8,2000,13.1,0.0,0.0,0.0,1567
21,18.5,78,0.1,2000,14.5,0.0,0.0,0.0,1731
22,17.7,78,0.3,2000,13.8,0.0,0.0,0.0,1459
23,16.9,84,0.9,2000,14.1,0.0,0.0,0.0,1162
0,16.3,86,0.3,2000,13.9,0.0,0.0,0.0,1049
1,16.0,88,1.2,2000,14.0,0.0,0.0,0.0,768
2,15.7,88,0.4,2000,13.7,0.0,0.0,0.0,538
3,15.5,88,1.7,1998,13.5,0.0,0.0,0.0,372
4,15.1,90,1.2,850,13.4,0.0,0.0,0.0,255
5,15.1,89,1.1,1615,13.2,0.0,0.0,0.0,146
7,14.3,89,0.6,1165,12.5,0.03,0.0,0.0,345
8,14.6,71,1.0,1896,9.3,0.43,0.0,0.0,589
9,16.2,60,1.9,1899,8.4,1.16,0.0,0.0,753
10,18.1,56,2.6,1720,9.1,1.79,0.0,0.0,932
11,19.1,56,2.4,1802,10.1,2.15,0.0,0.0,1188
12,19.8,46,2.5,1837,7.8,2.3,0.0,0.0,1516
13,20.1,41,3.0,1963,6.4,2.34,0.0,0.0,1714
14,20.2,42,2.8,1832,6.8,1.87,0.0,0.0,1987
15,20.4,36,2.8,2000,4.8,1.56,0.0,0.0,2167
16,20.7,34,2.0,2000,4.2,1.23,0.0,0.0,2270
18,17.9,29,2.8,2000,-0.4,0.16,0.0,0.0,2069
19,16.6,36,1.4,2000,1.4,0.0,0.0,0.0,1608
